"documents","link","keywords"
"https://www.gov.uk/government/publications/uk-australia-fta-advice-from-trade-and-agriculture-commission/trade-and-agriculture-commission-advice-to-the-secretary-of-state-for-international-trade-on-the-uk-australia-free-trade-agreement-web-version","https://www.gov.uk/government/publications/uk-australia-fta-advice-from-trade-and-agriculture-commission",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1068872/trade-and-agriculture-commission-advice-to-the-secretary-of-state-for-international-trade-on-the-uk-australia-free-trade-agreement.pdf","https://www.gov.uk/government/publications/uk-australia-fta-advice-from-trade-and-agriculture-commission",NA
"https://www.gov.uk/government/publications/why-do-children-go-into-childrens-homes/why-do-children-go-into-childrens-homes","https://www.gov.uk/government/publications/why-do-children-go-into-childrens-homes","survey"
"https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020/strategic-export-controls-commentary-1-april-to-30-june-2020","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","impact, evaluation, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1066825/strategic-export-controls-quarterly-report-apr-jun-2020-cases-in-annual-report-format.pdf","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925528/2020Q2-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925527/2020Q2-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925527/2020Q2-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925530/2020Q2-table-b-initial-processing-times-by-licence-type-and_sub--type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925529/2020Q2-table-b-initial-processing-times-by-licence-type-and_sub--type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925529/2020Q2-table-b-initial-processing-times-by-licence-type-and_sub--type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925532/2020Q2-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925531/2020Q2-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925531/2020Q2-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925534/2020Q2-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925533/2020Q2-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925533/2020Q2-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, impact, survey, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925536/2020Q2-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, interview, impact, case study, systematic review"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925535/2020Q2-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, interview, impact, case study, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925535/2020Q2-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","impact, evaluation, survey, monitoring, interview, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925538/2020Q2-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, impact, interview, monitoring, case study"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925537/2020Q2-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925537/2020Q2-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925540/2020Q2-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","impact, performance, survey, monitoring, interview"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925539/2020Q2-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925539/2020Q2-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925542/2020Q2-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925541/2020Q2-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","performance, survey, impact, monitoring, interview, focus group, evaluation, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925541/2020Q2-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, impact, monitoring, interview, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925525/2020Q2-country-footnotes-table.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, monitoring, case study, performance, impact"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/925524/2020Q2-country-footnotes-table.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","evaluation, survey, interview, impact, monitoring, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925524/2020Q2-country-footnotes-table.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","survey, impact, monitoring, interview, case study, realist, evaluation, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/925526/2020Q2-other-standard-licences.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","impact, monitoring, survey, interview, case study, realist, evaluation, systematic review"
"https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020/pre-release-access-to-strategic-export-controls-official-statistics-outputs","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-april-to-30-june-2020","impact, monitoring, survey, interview, case study, realist, evaluation, systematic review"
"https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020/strategic-export-controls-commentary-1-july-to-30-september-2020","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","monitoring, evaluation, simulation, survey, interview, focus group, impact, theory based, quasi experimental, performance, realist, consultative, experimental, contribution analysis, bayesian updating, instrumental variables, regression discontinuity, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1066827/strategic-export-controls-quarterly-report-jul-sep-2020-cases-in-annual-report-format.pdf","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","survey, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958434/2020Q3-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020",NA
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958433/2020Q3-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","survey, impact, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958433/2020Q3-table-a-number-of-licence-outcomes-by-licence-type-and-sub--type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","impact, monitoring, evaluation, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958436/2020Q3-table-b-initial-processing-times-by-licence-type-and_sub--type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, impact, quasi experimental, monitoring, survey, rct"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958435/2020Q3-table-b-initial-processing-times-by-licence-type-and_sub--type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958435/2020Q3-table-b-initial-processing-times-by-licence-type-and_sub--type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958438/2020Q3-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","impact, interview, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958437/2020Q3-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958437/2020Q3-table-c-initial-processing-times-by-licence-type-and-subtype-by-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958440/2020Q3-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958439/2020Q3-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958439/2020Q3-table-d-ogel-registrations-suspensions-and-deregistrations-by-ogl-type.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958442/2020Q3-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958441/2020Q3-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958441/2020Q3-table-e-siels-issued-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958444/2020Q3-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958443/2020Q3-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958443/2020Q3-table-f-siels-refused-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","interview, survey, evaluation, impact, systematic review, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958446/2020Q3-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","monitoring, impact, evaluation, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958445/2020Q3-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958445/2020Q3-table-g-siels-revoked-siels-by-licence-type-sub--type-and-end-user-destination.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","performance, evaluation, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958448/2020Q3-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","performance, evaluation, impact, survey, rct, interview, monitoring"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958447/2020Q3-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","performance, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958447/2020Q3-table-h-top-10-control-entries-licensed-on-permanent-standard-seils-by-control-entry-type-and-by-outcome.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, performance, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958431/2020Q3-country-footnotes-table.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","performance, evaluation, experimental, survey, impact, systematic review, monitoring"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/958430/2020Q3-country-footnotes-table.csv/preview","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","performance, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958430/2020Q3-country-footnotes-table.csv","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, performance, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958432/2020Q3-other-standard-licences.xlsx","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, impact, performance, experimental, realist, monitoring"
"https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020/pre-release-access-to-strategic-export-controls-official-statistics-outputs","https://www.gov.uk/government/statistics/strategic-export-controls-licensing-statistics-1-july-to-30-september-2020","evaluation, experimental, survey"
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report/1-about-this-report","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report","performance, experimental, evaluation, impact, survey"
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report/2-important-findings-so-far","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report","impact, monitoring, survey"
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report/3-triangulation-comparison-across-surveys","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report",NA
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report/7-children-and-young-people","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report","survey"
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-spotlights","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report",NA
"https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report/methodology","https://www.gov.uk/government/publications/covid-19-mental-health-and-wellbeing-surveillance-report",NA
"https://www.gov.uk/government/publications/flood-and-coastal-erosion-risk-management-capital-investment-programme-headline-benefits/flood-and-coastal-erosion-risk-management-assessment-of-benefit-of-the-2015-to-2021-capital-investment-programme","https://www.gov.uk/government/publications/flood-and-coastal-erosion-risk-management-capital-investment-programme-headline-benefits","evaluation, impact, monitoring"
"https://www.gov.uk/government/publications/review-of-local-government-finance-statistics/review-of-local-government-finance-statistics","https://www.gov.uk/government/publications/review-of-local-government-finance-statistics",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067151/S0292_TFC_Schools_-_Annex_B_-_POLYMOD.pdf","https://www.gov.uk/government/publications/phe-impact-of-gradual-school-reopening-using-polymod-contact-data-30-april-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067153/S0293_TFC_Schools_-_Annex_C_-_BBC.pdf","https://www.gov.uk/government/publications/lshtm-and-university-of-cambridge-spi-kids-report-evaluating-the-increase-in-transmission-for-different-back-to-back-school-scenarios-30-april-202","evaluation, impact, monitoring, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067155/S0294_TFC_Schools_-_Annex_D_-_Intermittent.pdf","https://www.gov.uk/government/publications/university-of-cambridge-estimating-r-for-intermittent-interventions-29-april-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1066815/S0295_TFC_Schools_and_impact_on_Reff.pdf","https://www.gov.uk/government/publications/university-of-bristol-and-university-of-exeter-impact-of-opening-schools-on-the-effective-reproduction-number-analysis-of-the-social-contact-survey","impact, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067161/S0296_TFC_Schools_-_Annex_F_-_Warwick.pdf","https://www.gov.uk/government/publications/university-of-warwick-impact-of-changes-to-school-attendance-28-april-2020","impact, experimental, performance, evaluation, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067228/Agriculture-challenges-for-the-water-environment.odt","https://www.gov.uk/government/publications/agriculture-and-rural-land-management-challenges-for-the-water-environment","performance, survey, interview, evaluation, impact, monitoring"
"https://www.gov.uk/government/publications/agriculture-and-rural-land-management-challenges-for-the-water-environment/water-quality-what-3-future-environmental-land-management-schemes-can-achieve-by-2027","https://www.gov.uk/government/publications/agriculture-and-rural-land-management-challenges-for-the-water-environment","evaluation, impact, interview, survey, monitoring, case study, performance"
"https://www.gov.uk/government/publications/better-broader-safer-using-health-data-for-research-and-analysis/better-broader-safer-using-health-data-for-research-and-analysis","https://www.gov.uk/government/publications/better-broader-safer-using-health-data-for-research-and-analysis","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067053/goldacre-review-using-health-data-for-research-and-analysis.pdf","https://www.gov.uk/government/publications/better-broader-safer-using-health-data-for-research-and-analysis","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067057/executive-summary-goldacre-review-using-health-data-for-research-and-analysis.pdf","https://www.gov.uk/government/publications/better-broader-safer-using-health-data-for-research-and-analysis",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1067058/summary-goldacre-review-using-health-data-for-research-and-analysis.pdf","https://www.gov.uk/government/publications/better-broader-safer-using-health-data-for-research-and-analysis","evaluation, impact, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1068653/Evaluation_of_the_supported_housing_oversight_pilots.pdf","https://www.gov.uk/government/publications/supported-housing-oversight-pilots-independent-evaluation","evaluation, impact, survey, experimental, case study, interview, monitoring, propensity score matching, performance, regression discontinuity, realist, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1066524/Online_choice_architecture_discussion_paper.pdf","https://www.gov.uk/government/publications/online-choice-architecture-how-digital-design-can-harm-competition-and-consumers","evaluation, survey, impact, realist, interview, propensity score matching, performance, monitoring, regression discontinuity, experimental"
"https://www.gov.uk/government/publications/online-choice-architecture-how-digital-design-can-harm-competition-and-consumers/evidence-review-of-online-choice-architecture-and-consumer-and-competition-harm","https://www.gov.uk/government/publications/online-choice-architecture-how-digital-design-can-harm-competition-and-consumers","impact, evaluation, propensity score matching, systematic review, regression discontinuity, performance, rct, experimental, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1069423/OCA_Evidence_Review_Paper_14.4.22.pdf","https://www.gov.uk/government/publications/online-choice-architecture-how-digital-design-can-harm-competition-and-consumers","experimental, survey, impact, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1024844/evaluation-of-rail-innovation-programme.pdf","https://www.gov.uk/government/publications/first-of-a-kind-rail-innovation-programme-evaluation",NA
"https://www.gov.uk/government/publications/education-recovery-in-prisons/education-recovery-in-prisons","https://www.gov.uk/government/publications/education-recovery-in-prisons",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1065868/Evaluation_of_the_2021_holiday_activities_and_food_programme.pdf","https://www.gov.uk/government/publications/evaluation-of-the-2021-holiday-activities-and-food-programme",NA
"https://www.gov.uk/government/publications/violence-reduction-unit-year-ending-march-2021-evaluation-report/violence-reduction-unit-year-ending-march-2021-evaluation-report","https://www.gov.uk/government/publications/violence-reduction-unit-year-ending-march-2021-evaluation-report",NA
"https://www.gov.uk/government/publications/levelling-up-for-families-annual-report-of-the-supporting-families-programme-2021-2022/levelling-up-for-families-annual-report-of-the-supporting-families-programme-2021-2022","https://www.gov.uk/government/publications/levelling-up-for-families-annual-report-of-the-supporting-families-programme-2021-2022",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064764/Supporting_Families_Annual_Report.pdf","https://www.gov.uk/government/publications/levelling-up-for-families-annual-report-of-the-supporting-families-programme-2021-2022",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064758/Supporting_Families_-_Effective_practice_and_service_delivery_-_Learning_from_local_areas.pdf","https://www.gov.uk/government/publications/levelling-up-for-families-annual-report-of-the-supporting-families-programme-2021-2022",NA
"https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021/rough-sleeping-snapshot-in-england-autumn-2021","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021",NA
"https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021/rough-sleeping-snapshot-in-england-autumn-2021-technical-report","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1063903/rs_statistics2021.xlsx","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","experimental, evaluation, performance, survey, impact, monitoring, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1056930/infographic_2021.pdf","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","evaluation, impact, rct, survey, interview, monitoring, simulation, systematic review, performance, focus group"
"https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021/annex-a-support-for-people-sleeping-rough-in-england-2021-not-official-statistics","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","evaluation, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1056985/management_information_2021_NOT_OFFICIAL_STATISTICS.xlsx","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","evaluation, impact, rct, survey, interview, monitoring, simulation, systematic review, performance, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064925/additional_RS_tables_2021.xlsx","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2021","evaluation, survey, interview, impact"
"https://www.gov.uk/government/publications/windrush-lessons-learned-review-progress-update/windrush-lessons-learned-review-progress-update-accessible","https://www.gov.uk/government/publications/windrush-lessons-learned-review-progress-update","survey, impact, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1065012/14.12_HO_Windrush_Lessons_Learned_Review_Accessible_6_.pdf","https://www.gov.uk/government/publications/windrush-lessons-learned-review-progress-update","survey, impact, interview, monitoring, realist, simulation"
"http://digital.nhs.uk/pubs/msmdec21exp","https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-december-2021-experimental-statistics",NA
