"documents","link"
"https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901/consent-to-release-genetically-modified-organisms-reference-22r2901","https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1060153/Sainsbury-Laboratory-22R2901_Part_A1_a.pdf","https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1060155/Sainsbury-Laboratory-22R2901_Part_A2-A6_a.pdf","https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1060156/Sainsbury-Laboratory-22R2901_Part_B_Public_Register_a.pdf","https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1060177/Sainsbury-Laboratory-22R2901_Part_A1_ANNEX.pdf","https://www.gov.uk/government/publications/genetically-modified-organisms-the-sainsbury-laboratory-22r2901"
"https://www.gov.uk/government/statistics/welsh-income-tax-outturn-statistics-2020-to-2021/welsh-income-tax-outturn-statistics-2020-to-2021","https://www.gov.uk/government/statistics/welsh-income-tax-outturn-statistics-2020-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1087445/Welsh_Income_Tax_Outturn_2020-2021__Rounded_.ods","https://www.gov.uk/government/statistics/welsh-income-tax-outturn-statistics-2020-to-2021"
"https://www.gov.uk/government/statistics/welsh-income-tax-outturn-statistics-2020-to-2021/welsh-income-tax-background-quality-report","https://www.gov.uk/government/statistics/welsh-income-tax-outturn-statistics-2020-to-2021"
"https://www.gov.uk/government/statistics/scottish-income-tax-outturn-statistics-2020-to-2021/scottish-income-tax-outturn-statistics-2020-to-2021","https://www.gov.uk/government/statistics/scottish-income-tax-outturn-statistics-2020-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1087860/Scottish_Income_Tax_Outturn_Statistics_2020-21__rounded_.ods","https://www.gov.uk/government/statistics/scottish-income-tax-outturn-statistics-2020-to-2021"
"https://www.gov.uk/government/statistics/scottish-income-tax-outturn-statistics-2020-to-2021/scottish-income-tax-background-quality-report","https://www.gov.uk/government/statistics/scottish-income-tax-outturn-statistics-2020-to-2021"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022/main-findings-childrens-social-care-in-england-2022","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1100610/Children_s_social_care_in_England_2022_underlying_data.ods","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022/methodology-report-childrens-social-care-in-england-2021-to-2022","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022/pre-release-access-list-childrens-social-care-in-england-2021-to-2022","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2022"
"https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021/leasehold-dwellings-2020-to-2021","https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021"
"https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021/leasehold-dwellings-2020-to-2021-technical-notes","https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1098581/Tables_-_Leasehold_Dwellings_2020-21.ods","https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1088807/Charts_-_Leasehold_Dwellings_2020-21.xlsx","https://www.gov.uk/government/statistics/leasehold-dwellings-2020-to-2021"
"https://www.gov.uk/government/publications/the-terrorism-acts-in-2020/the-terrorism-acts-in-2020-report-of-the-independent-reviewer-of-terrorism-legislation-accessible-version","https://www.gov.uk/government/publications/the-terrorism-acts-in-2020"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1071570/IRTL_Report_Terrorism_Acts_in_2020.pdf","https://www.gov.uk/government/publications/the-terrorism-acts-in-2020"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1071571/IRTL_Report_Terrorism_Acts_in_2020_Elay.pdf","https://www.gov.uk/government/publications/the-terrorism-acts-in-2020"
"https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021/laboratory-confirmed-cases-of-pertussis-in-england-annual-report-for-2021","https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021"
"https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021/laboratory-confirmed-cases-of-pertussis-in-england-october-to-december-2021","https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021"
"https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021/laboratory-confirmed-cases-of-pertussis-in-england-july-to-september-2021","https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1049174/hpr0122-PRTSSS.pdf","https://www.gov.uk/government/publications/pertussis-laboratory-confirmed-cases-reported-in-england-2021"
"http://digital.nhs.uk/pubs/csdsapr22","https://www.gov.uk/government/statistics/community-services-statistics-april-2022"
"https://www.gov.uk/government/publications/bishop-of-truros-independent-review-of-fcdo-support-for-persecuted-christians-assessment-of-recommendations-implementation/assessment-of-the-implementation-of-recommendations-of-bishop-of-truros-independent-review-of-fcdo-support-for-persecuted-christians","https://www.gov.uk/government/publications/bishop-of-truros-independent-review-of-fcdo-support-for-persecuted-christians-assessment-of-recommendations-implementation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085231/Assessment_of_the_implementation_of_recommendations_of_Bishop_of_Truro_s_independent_review_of_FCDO_support_for_persecuted_Christians.pdf","https://www.gov.uk/government/publications/bishop-of-truros-independent-review-of-fcdo-support-for-persecuted-christians-assessment-of-recommendations-implementation"
"https://www.gov.uk/government/publications/biometric-self-enrolment-feasibility-trials/biometric-self-enrolment-feasibility-trials","https://www.gov.uk/government/publications/biometric-self-enrolment-feasibility-trials"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1084354/impacts_of_international_regulatory_cooperation_initiatives_research_report.pdf","https://www.gov.uk/government/publications/impacts-of-international-regulatory-cooperation-irc-initiatives-research-project"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086666/CAP_Pilot_Evaluation_Report_30June22.pdf","https://www.gov.uk/government/publications/capital-advisers-programme-pilot-evaluation"
"https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023/summary-statistics","https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023"
"https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023/bulletin-commentary","https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023"
"https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023/bulletin-supporting-documentation","https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086516/Collated_Tables_2.1_to_2.7.ods","https://www.gov.uk/government/statistics/income-tax-liabilities-statistics-tax-year-2019-to-2020-to-tax-year-2022-to-2023"
"https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022/main-findings-further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1087029/Further_education_and_skills_inspections_and_outcomes_as_at_28_February_2022_data_charts_and_tables_functional.xlsx","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086554/Further_education_and_skills_inspections_and_outcomes_as_at_28_February_2022_data_charts_and_tables_accessible.ods","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/1086555/Further_education_and_skills_-_inspection_data_1_September_2021_to_28_February_2022.csv/preview","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086555/Further_education_and_skills_-_inspection_data_1_September_2021_to_28_February_2022.csv","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/1086556/Further_education_and_skills_-_inspection_data_as_at_28_February_2022.csv/preview","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086556/Further_education_and_skills_-_inspection_data_as_at_28_February_2022.csv","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/1086557/Further_education_and_skills_-_apprenticeship_new_provider_monitoring_visits_February_2018_to_February_2022.csv/preview","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086557/Further_education_and_skills_-_apprenticeship_new_provider_monitoring_visits_February_2018_to_February_2022.csv","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/1086558/Further_education_and_skills_-_all_other_new_provider_monitoring_visits_March_2019_to_February_2022.csv/preview","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086558/Further_education_and_skills_-_all_other_new_provider_monitoring_visits_March_2019_to_February_2022.csv","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022/methodology-further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022/pre-release-access-list-further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022","https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-28-february-2022"
"http://digital.nhs.uk/pubs/msmmar22exp","https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-march-2022-experimental-statistics"
"https://www.gov.uk/government/statistics/companies-register-activities-statistical-release-2021-to-2022/companies-register-activities-2021-to-2022","https://www.gov.uk/government/statistics/companies-register-activities-statistical-release-2021-to-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085994/Companies_Register_Activities_2021-22.ods","https://www.gov.uk/government/statistics/companies-register-activities-statistical-release-2021-to-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085992/Companies_Register_Activities_2021-22.xlsx","https://www.gov.uk/government/statistics/companies-register-activities-statistical-release-2021-to-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1087254/AT_Training_Pilot_Evaluation_Report.pdf","https://www.gov.uk/government/publications/assistive-technology-training-pilot-evaluation"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022/main-findings-childcare-providers-and-inspections-as-at-31-march-2022","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085695/Childcare_providers_and_inspections_charts_and_tables_as_at_31_March_2022.xlsx","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085698/Childcare_providers_and_inspections_charts_and_tables_as_at_31_March_2022_Accessible.ods","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085700/Childcare_provider_level_data_as_at_31_March_2022.ods","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085702/Childcare_inspection_data_provisional_and_revised_as_at_31_March_2022.ods","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022/methodology-childcare-providers-and-inspections-as-at-31-march-2022","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022/pre-release-access-list-childcare-providers-and-inspections-as-at-31-march-2022","https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2022"
"https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey/crime-against-businesses-findings-from-the-2021-commercial-victimisation-survey","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086318/crime-against-businesses-headline-2021-tables-v2.ods","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1063363/crime-against-businesses-methodology-2021-tables.ods","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086319/crime-against-businesses-bulletin-2021-tables-v2.ods","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1086320/crime-against-businesses-additional-tables-2021-tables-v2.ods","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey/pre-release-access-list-for-crime-against-businesses-findings-from-the-2021-commercial-victimisation-survey-cvs","https://www.gov.uk/government/statistics/crime-against-businesses-findings-from-the-year-ending-march-2021-commercial-victimisation-survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085874/Coastal_Communities_Fund_evaluation_report.pdf","https://www.gov.uk/government/publications/evaluation-of-the-coastal-communities-fund"
"https://www.gov.uk/government/publications/evaluation-of-the-coastal-communities-fund/evaluation-of-the-coastal-communities-fund-executive-summary","https://www.gov.uk/government/publications/evaluation-of-the-coastal-communities-fund"
"https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021/workplace-pension-participation-and-savings-trends-of-eligible-employees-2009-to-2021","https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085780/workplace-pension-participation-and-savings-trends-2009-to-2021.xlsx","https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1085781/workplace-pension-participation-and-savings-trends-2009-to-2021.ods","https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021"
"https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021/workplace-pension-participation-and-savings-trends-statistics-background-information-and-methodology","https://www.gov.uk/government/statistics/workplace-pension-participation-and-savings-trends-2009-to-2021"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1124205/local-authority-major-schemes-meta-evaluation-2011-to-2016.pdf","https://www.gov.uk/government/publications/local-major-schemes-meta-evaluation-2011-to-2016"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1109849/2022-06-16-RPC-DEFRA-5170_1_-_Genetic_Technologies__Precision_Breeding_Techniques__Bill.pdf","https://www.gov.uk/government/publications/the-genetic-technologies-precision-breeding-techniques-bill-rpc-opinion"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/tax-gaps-main-findings","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/1-tax-gaps-summary","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/2-tax-gaps-vat","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/3-tax-gaps-excise-including-alcohol-tobacco-and-oils","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/4-tax-gaps-income-tax-national-insurance-contributions-and-capital-gains-tax","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/5-tax-gaps-corporation-tax","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/6-tax-gaps-other-taxes","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/7-tax-gaps-illustrative-tax-gap-by-behaviour","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/measuring-tax-gaps/methodological-annex","https://www.gov.uk/government/statistics/measuring-tax-gaps"
"https://www.gov.uk/government/statistics/quality-report-measuring-tax-gaps/background-quality-report-measuring-tax-gaps-2022","https://www.gov.uk/government/statistics/quality-report-measuring-tax-gaps"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083852/NMDC_M_E_final_report_v5.pdf","https://www.gov.uk/government/publications/national-model-design-code-pilot-programme-phase-1-lessons-learned"
"https://www.gov.uk/government/publications/national-model-design-code-pilot-programme-phase-1-lessons-learned/national-model-design-code-nmdc-pilot-programme-phase-1-monitoring-evaluation-executive-summary","https://www.gov.uk/government/publications/national-model-design-code-pilot-programme-phase-1-lessons-learned"
"https://www.gov.uk/government/publications/acmd-naloxone-review/acmd-review-of-the-uk-naloxone-implementation-accessible","https://www.gov.uk/government/publications/acmd-naloxone-review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083329/15062022-_FINAL_Naloxone_Report___Cover_Letter.pdf","https://www.gov.uk/government/publications/acmd-naloxone-review"
"https://www.gov.uk/government/publications/local-authority-enforcement-in-the-private-rented-sector-headline-report/local-authority-enforcement-in-the-private-rented-sector-headline-report","https://www.gov.uk/government/publications/local-authority-enforcement-in-the-private-rented-sector-headline-report"
"http://digital.nhs.uk/pubs/ldsm_atMay22_mhsdsMar22","https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-may-2022-mhsds-march-2022-final"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083160/_SAC_GC_EO_Report_Publish.pdf","https://www.gov.uk/government/publications/investigating-uk-public-sector-demand-for-earth-observation-technology"
"https://www.gov.uk/government/publications/investigating-uk-public-sector-demand-for-earth-observation-technology/investigating-uk-public-sector-demand-for-earth-observation-technology-executive-summary","https://www.gov.uk/government/publications/investigating-uk-public-sector-demand-for-earth-observation-technology"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083582/closing-the-gap-regulation-full-report.pdf","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation/closing-the-gap-getting-from-principles-to-practices-for-innovation-friendly-regulation","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083027/closing-the-gap-regulation-summary-report.pdf","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation/closing-the-gap-summary-report","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083531/closing-the-gap-regulation-annex-a-survey.pdf","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation/closing-the-gap-regulators-survey-findings-annex-a","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083532/closing-the-gap-regulation-annex-b-literature-review.pdf","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation/closing-the-gap-literature-review-of-existing-papers-addressing-the-theme-of-innovation-and-regulation-annex-b","https://www.gov.uk/government/publications/closing-the-gap-getting-from-principles-to-practice-for-innovation-friendly-regulation"
"https://www.gov.uk/government/statistics/personal-independence-payment-statistics-to-april-2022/personal-independence-payment-official-statistics-to-april-2022","https://www.gov.uk/government/statistics/personal-independence-payment-statistics-to-april-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1082040/tables-pip-statistics-to-april-2022.xlsx","https://www.gov.uk/government/statistics/personal-independence-payment-statistics-to-april-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1082041/tables-pip-statistics-to-april-2022.ods","https://www.gov.uk/government/statistics/personal-independence-payment-statistics-to-april-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1082401/ozev-portfolio-level-retrospective-evaluation.pdf","https://www.gov.uk/government/publications/office-for-zero-emission-vehicles-grant-portfolio-evaluation-report"
"https://www.gov.uk/government/publications/mental-health-and-loneliness-the-relationship-across-life-stages/mental-health-and-loneliness-the-relationship-across-life-stages","https://www.gov.uk/government/publications/mental-health-and-loneliness-the-relationship-across-life-stages"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1081547/School_resource_management_tools_formative_evaluation.pdf","https://www.gov.uk/government/publications/school-resource-management-tools-and-resources-formative-evaluation"
"http://digital.nhs.uk/pubs/csdsmar22","https://www.gov.uk/government/statistics/community-services-statistics-march-2022"
"http://digital.nhs.uk/pubs/mhsfinmarprovapr22","https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-final-march-provisional-april-2022"
"https://www.gov.uk/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-june-2022/esa-work-capability-assessments-mandatory-reconsiderations-and-appeals-june-2022","https://www.gov.uk/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-june-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1081126/tables-esa-wca-summary-june-2022.ods","https://www.gov.uk/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-june-2022"
"https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022/operation-of-police-powers-under-the-terrorism-act-2000-and-subsequent-legislation-arrests-outcomes-and-stop-and-search-great-britain-quarterly-u","https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1081082/annex-a-flow-chart-mar2022.pdf","https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1080972/operation-police-powers-terrorism-mar2022-annual-tables.ods","https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1080973/operation-police-powers-terrorism-mar2022-quarterly-tables.ods","https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022"
"https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022/pre-release-access-list-for-operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022","https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-march-2022"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1080503/British-Virgin-Isles-Commission-of-Inquiry-Report.pdf","https://www.gov.uk/government/publications/british-virgin-islands-commission-of-inquiry-report"
"https://www.gov.uk/government/publications/british-virgin-islands-commission-of-inquiry-report/british-virgin-islands-commission-of-inquiry-report-executive-summary","https://www.gov.uk/government/publications/british-virgin-islands-commission-of-inquiry-report"
"https://www.gov.uk/government/publications/british-virgin-islands-commission-of-inquiry-report/british-virgin-islands-commission-of-inquiry-report-summary-of-recommendations","https://www.gov.uk/government/publications/british-virgin-islands-commission-of-inquiry-report"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1081007/Compensation_and_Redress_for_the_Victims_of_Infected_Blood_-_Recommendations_for_a_Framework_-_Sir_Robert_Francis__Final_.pdf","https://www.gov.uk/government/publications/compensation-and-redress-for-the-victims-of-infected-blood-recommendations-for-a-framework"
"https://www.gov.uk/government/publications/compensation-and-redress-for-the-victims-of-infected-blood-recommendations-for-a-framework/compensation-and-redress-for-the-victims-of-infected-blood-recommendations-for-a-framework","https://www.gov.uk/government/publications/compensation-and-redress-for-the-victims-of-infected-blood-recommendations-for-a-framework"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1080690/Apprenticeships_evaluation_2021_-_learners_research_report.pdf","https://www.gov.uk/government/publications/apprenticeship-evaluation-2021-learner-and-employer-surveys"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1077985/Final_AEvS_Employer_Report.pdf","https://www.gov.uk/government/publications/apprenticeship-evaluation-2021-learner-and-employer-surveys"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1091169/Final_AEvS_2021_Learner_Technical_report.pdf","https://www.gov.uk/government/publications/apprenticeship-evaluation-2021-learner-and-employer-surveys"
