"link","updated","title","summary"
"https://www.gov.uk/government/statistics/police-misconduct-england-and-wales-year-ending-31-march-2022","2023-01-12T09:30:00Z","Police misconduct, England and Wales: year ending 31 March 2022","Statistics on the number of police complaints, conduct matters and recordable conduct matters finalised in the year ending 31 March 2022."
"https://www.gov.uk/government/statistics/total-income-from-farming-in-england","2023-01-11T13:28:43Z","Total income from farming in England","Annual statistics on &#x27;Total Income from Farming&#x27;, a measure of the performance of the agricultural industry in England. "
"https://www.gov.uk/government/publications/gambling-related-harms-evidence-review","2023-01-11T09:30:05Z","Gambling-related harms: evidence review","A review looking at the prevalence, risk factors and public health harms associated with gambling and the economic and social burden."
"https://www.gov.uk/government/publications/safer-streets-fund-evaluation-round-1-year-ending-march-2021","2023-01-11T09:30:01Z","Safer Streets Fund evaluation: Round 1, year ending March 2021","This report presents the findings of an <mark>evaluation</mark> of the Safer Streets Fund in the first year of Home Office funding."
"https://www.gov.uk/government/publications/volunteering-futures-fund-evaluation-feasibility-study","2023-01-10T14:25:00Z","Volunteering Futures Fund evaluation: feasibility study","A feasibility study investigating the options for <mark>evaluating</mark> the Volunteering Futures Fund."
"https://www.gov.uk/government/publications/methods-to-assess-the-age-of-unaccompanied-asylum-seeking-children","2023-01-10T13:09:00Z","Biological methods to assess unaccompanied asylum-seeking children’s age","Report by the interim Age Estimation Science Advisory Committee (AESAC) on scientific methodologies for assessing the age of unaccompanied asylum-seeking children."
"https://www.gov.uk/government/publications/technical-report-on-the-covid-19-pandemic-in-the-uk","2023-01-10T11:46:01Z","Technical report on the COVID-19 pandemic in the UK","A technical report for future UK Chief Medical Officers, Government Chief Scientific Advisers, National Medical Directors and public health leaders in a pandemic."
"https://www.gov.uk/government/publications/wireless-2030","2023-01-10T11:15:00Z","Wireless 2030","A scenario analysis of public service demand for wireless connectivity in 2030. "
"https://www.gov.uk/government/statistics/community-services-statistics-october-2022","2023-01-10T09:30:02Z","Community Services Statistics, October 2022","This publication reports information from the CSDS. This is a patient-level dataset providing information relating to NHS-funded community services. These services can include health centres, schools and mental health trusts…"
"https://www.gov.uk/government/publications/vehicle-market-surveillance-unit-programme-results-2019","2023-01-04T10:31:00Z","Vehicle Market Surveillance Unit programme results, 2019","Findings from vehicle and component testing done during 2019 to check new products on the UK market meet legal obligations."
"https://www.gov.uk/government/publications/health-protection-report-volume-16-2022","2022-12-30T16:30:03Z","Health Protection Report volume 16 (2022)","A national public health bulletin for England and Wales from the UK Health Security Agency (UKHSA). "
"https://www.gov.uk/government/publications/coronavirus-test-device-approvals-ctda-statutory-review-of-process","2022-12-29T16:46:00Z","Coronavirus Test Device Approvals (CTDA): statutory review of process","A policy review of the CTDA process, established in July 2021, which governs the validation of antigen and molecular coronavirus (COVID-19) detection tests."
"https://www.gov.uk/government/publications/covid-19-ukhsa-laboratory-assessments-of-inactivation-methods","2022-12-23T10:42:12Z","COVID-19: UKHSA laboratory assessments of inactivation methods","UKHSA has undertaken assessments of inactivation methods against SARS-CoV-2 with further <mark>evaluations</mark> ongoing."
"https://www.gov.uk/government/statistics/criminal-justice-system-statistics-quarterly-june-2022","2022-12-22T11:47:45Z","Criminal Justice System statistics quarterly: June 2022","Overview of trends in the use of out of court disposals, defendants prosecuted, offenders convicted, remand and sentencing decisions in England and Wales.

The outcomes by offence tool was updated on 22nd December 2022 to …"
"https://www.gov.uk/government/statistics/dcms-sectors-economic-estimates-2022-business-demographics","2022-12-22T09:30:11Z","DCMS Sectors Economic Estimates 2022: Business Demographics","National Statistics providing an estimate of the contribution of DCMS Sectors to the UK economy, measured by the number and characteristics of businesses."
"https://www.gov.uk/government/statistics/dcms-sector-economic-estimates-employment-apr-2021-mar-2022","2022-12-22T09:30:07Z","DCMS Sector Economic Estimates: Employment Apr 2021 – Mar 2022","Estimate of the number of filled jobs in the DCMS Sectors for the period April 2021 to March 2022 and re-weighted estimates for the 2021 calendar year. "
"https://www.gov.uk/government/publications/pathways-and-barriers-to-leadership-in-fire-and-rescue-services","2022-12-21T15:30:07Z","Pathways and barriers to leadership in fire and rescue services","Survey and in-depth interviews identifying challenges (cultural and practical) that staff face in developing their careers as leaders."
"https://www.gov.uk/government/publications/national-reference-test-2021-research-reports","2022-12-20T09:30:00Z","National Reference Test: 2021 research reports","Research commissioned from NFER, by Ofqual, into the possible effects of COVID-19 disruption on student outcomes in 2021."
"https://www.gov.uk/government/publications/cyber-security-longitudinal-survey-wave-two-results","2022-12-19T15:22:03Z","Cyber security longitudinal survey: wave two results","Part two of a three year study tracking the cyber security behaviours of organisations."
"https://www.gov.uk/government/organisations/foreign-commonwealth-development-office/about/research","2022-12-19T12:46:09Z","Foreign, Commonwealth & Development Office – Research at FCDO","Information on research, science and technology at the Foreign, Commonwealth &amp; Development Office (FCDO). "
"https://www.gov.uk/government/publications/corporate-insolvency-and-governance-act-2020-evaluation-reports","2022-12-19T12:09:05Z","Corporate Insolvency and Governance Act 2020 evaluation reports","Interim and final <mark>evaluation</mark> reports into the Corporate Insolvency and Governance Act 2020"
"https://www.gov.uk/government/publications/evaluation-of-the-industrial-masters-in-ai-imai-programme","2022-12-16T14:51:00Z","Evaluation of the Industrial Masters in AI (IMAI) programme","Report on the lessons learned from the IMAI programme, which can be applied to similar programmes leveraging industry funding to develop skills."
"https://www.gov.uk/government/publications/carbon-capture-usage-and-storage-ccus-business-models","2022-12-16T14:27:39Z","Carbon capture, usage and storage (CCUS): business models","Updates on the proposed commercial frameworks for transport and storage, power, and industrial carbon capture business models. "
"https://www.gov.uk/government/publications/hm-courts-tribunals-service-reform-digital-services-evaluation","2022-12-16T10:19:48Z","HM Courts & Tribunals Service Reform: Digital Services Evaluation","<mark>Evaluation</mark> of digital civil and family courts, and tribunals, services. Part of the overarching <mark>evaluation</mark> of the HMCTS reform programme."
"https://www.gov.uk/government/publications/factors-associated-with-loneliness-in-adults-in-england-during-the-pandemic","2022-12-16T00:15:08Z","Factors associated with loneliness in adults in England during the pandemic","A DCMS-commissioned research report on factors associated with loneliness in adults in England during the pandemic"
"https://www.gov.uk/government/publications/national-evaluation-of-e-scooter-trials-report","2022-12-15T14:28:00Z","National evaluation of e-scooter trials report","Findings from the national <mark>evaluation</mark> of the e-scooter trials in England."
"https://www.gov.uk/government/publications/mystery-shopper-progress-reports","2022-12-15T14:00:08Z","Public Procurement Review Service reports","These reports show trends in the issues raised in the Public Procurement Review Service and make recommendations on how to improve it."
"https://www.gov.uk/government/publications/smart-motorway-comparison-report-december-2022","2022-12-15T12:00:00Z","Smart motorway comparison report: December 2022","Initial report looking at the safety, capacity and environmental impacts of smart motorways."
"https://www.gov.uk/government/publications/evaluation-of-the-virtual-school-heads-extension-and-the-pupil-premium-plus-post-16-pilot","2022-12-15T10:00:06Z","Evaluation of the virtual school heads extension and the pupil premium plus post-16 pilot","<mark>Evaluation</mark> of the first 6 months of the virtual school heads national extension to all children with a social worker and the pupil premium plus post-16 pilot.…"
"https://www.gov.uk/government/publications/evaluation-of-local-authority-support-on-childrens-social-care-services","2022-12-15T10:00:06Z","Evaluation of local authority support on children’s social care services","Study on the effectiveness of local authority support on sector improvement, partners in practice and interventions in children’s social care services. "
"https://www.gov.uk/government/publications/behavioural-insights-increasing-uptake-of-family-hub-services","2022-12-15T10:00:06Z","Behavioural insights: increasing uptake of family hub services","Behavioural science research to support the development and <mark>evaluation</mark> of interventions designed to promote the uptake of services delivered by family hubs."
"https://www.gov.uk/government/publications/evaluation-of-adoption-support-fund-la-and-provider-experiences","2022-12-15T10:00:05Z","Adoption support fund: local authority, regional adoption agencies and provider experiences","Findings from interviews with local authorities, regional adoption agencies and providers who offered support using the adoption support fund."
"https://www.gov.uk/government/publications/adoption-support-fund-study-of-family-experiences","2022-12-15T10:00:05Z","Adoption support fund: study of family experiences","Findings from qualitative interviews with adoptive parents and special guardian carers."
"https://www.gov.uk/government/publications/evaluation-of-family-hubs","2022-12-15T10:00:05Z","Evaluation of family hubs","…Research into family hub models looking at local delivery models and approaches to <mark>evaluation</mark> as part of the family hubs <mark>evaluation</mark> innovation fund."
"https://www.gov.uk/government/publications/adoption-support-fund-second-follow-up-survey-of-parents-and-carers","2022-12-15T10:00:05Z","Adoption support fund: second follow up survey of parents and carers","Findings from the second follow up survey of families whose children received support from the adoption support fund."
"https://www.gov.uk/government/publications/evaluation-of-the-adoption-support-fund-2018-to-2022","2022-12-15T10:00:05Z","Evaluation of the adoption support fund 2018 to 2022","Summarises findings from a 3-year mixed-method <mark>evaluation</mark> of the adoption support fund in England."
"https://www.gov.uk/government/publications/gcse-as-and-a-level-summer-report-2022","2022-12-15T09:30:18Z","GCSE, AS and A level summer report 2022","Our report relating to GCSEs, AS and A levels awarded in summer 2022."
"https://www.gov.uk/government/statistics/farm-accounts-in-england","2022-12-15T09:30:12Z","Farm accounts in England","Annual farm accounts in England sourced from the farm business survey."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-september-2022-experimental-statistics","2022-12-15T09:30:10Z","Maternity Services Monthly Statistics, September 2022, experimental statistics","Monthly publication of statistics from the Maternity Services Data Set. This month, we are analysing September 2022 data."
"https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-november-2022-mhsds-september-2022-final","2022-12-15T09:30:10Z","Learning Disability Services Monthly Statistics, AT: November 2022, MHSDS: September 2022 Final","Latest Monthly statistics from the Assuring Transformation collection and MHSDS collection."
"https://www.gov.uk/government/statistics/english-housing-survey-2021-to-2022-headline-report","2022-12-15T09:30:00Z","English Housing Survey 2021 to 2022: headline report","Initial findings from the English Housing Survey 2021 to 2022."
"https://www.gov.uk/government/publications/delivery-and-award-of-vocational-and-technical-qualifications-in-2022","2022-12-15T09:30:00Z","Delivery and award of vocational and technical qualifications in 2022","A review of the steps Ofqual took to oversee the delivery and award of VTQs from 2021 to 2022 and Ofqual’s regulation of apprenticeship EPAs from April 2021 to August 2022."
"https://www.gov.uk/government/publications/data-for-social-mobility-improving-the-collection-and-availability-of-data-across-government","2022-12-14T10:44:25Z","Data for social mobility: improving the collection and availability of data across government","A review of data gaps and solutions to support effective policy-making"
"https://www.gov.uk/government/statistics/housing-supply-indicators-of-new-supply-england-july-to-september-2022","2022-12-14T09:30:18Z","Housing supply: indicators of new supply, England: July to September 2022","An indication of the levels of and trends in new housing supply in England."
"https://www.gov.uk/government/publications/electronic-trade-documents-bill-rpc-opinion-green-rated","2022-12-13T11:53:01Z","Electronic Trade Documents Bill: RPC Opinion (Green-rated)","Regulatory Policy Committee opinion on DCMS&#x27; Regulatory Policy Committee opinion IA"
"https://www.gov.uk/government/statistics/total-income-from-farming-for-the-regions-of-england","2022-12-13T08:39:59Z","Total income from farming for the regions of England","Annual agricultural accounts for England, split down by region.  This series replaces the regional element of the discontinued series ‘Agriculture in the English regions’."
"https://www.gov.uk/government/publications/consideration-of-barriers-to-research-part-1","2022-12-12T11:55:33Z","Consideration of barriers to research: part 1","Recommendations to reduce barriers to research, using compounds described by the third generation synthetic cannabinoid receptor agonists generic definition."
"https://www.gov.uk/government/publications/a-patchwork-of-provision-mapping-report","2022-12-09T09:36:53Z","A patchwork of provision: mapping report","The Domestic Abuse Commissioner&#x27;s mapping of domestic abuse services in England and Wales."
"https://www.gov.uk/government/publications/natural-flood-management-programme-evaluation-report","2022-12-08T17:00:00Z","Natural Flood Management Programme: evaluation report","This report explains the methods used and lessons learned during the Natural Flood Management Programme."
"https://www.gov.uk/government/publications/industry-temperature-check-barriers-and-enablers-to-ai-assurance","2022-12-08T12:03:38Z","Industry temperature check: barriers and enablers to AI assurance","The CDEI has published a report summarising the key findings from its stakeholder engagement in support of the delivery of the Roadmap to an effective AI assurance ecosystem."
"https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-performance-september-provisional-october-2022","2022-12-08T09:30:01Z","Mental Health Services Monthly Statistics, Performance September, Provisional October 2022","This publication provides the most timely statistics available relating to NHS funded secondary mental health, learning disabilities and autism services in England. This information will be of use to people needing access to…"
"https://www.gov.uk/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-december-2022","2022-12-08T09:30:00Z","ESA: outcomes of Work Capability Assessments including mandatory reconsiderations and appeals: December 2022","Outcomes of Employment and Support Allowance (ESA) Work Capability Assessments, including mandatory reconsiderations and appeals information."
"https://www.gov.uk/government/statistics/operation-of-police-powers-under-the-terrorism-act-2000-quarterly-update-to-september-2022","2022-12-08T09:30:00Z","Operation of police powers under the Terrorism Act 2000, quarterly update to September 2022","Contains statistical material relating to the Terrorism Act 2000, including arrests and outcomes, and stops and searches."
"https://www.gov.uk/government/publications/student-level-equalities-analyses-for-gcse-a-level-and-vtqs-2022","2022-12-07T14:50:06Z","Student-level equalities analyses for GCSE, A level and VTQs, 2022","Equalities analysis of GCSE, A level and vocational and technical qualifications awarded in 2022"
"https://www.gov.uk/government/publications/synthetic-cannabinoid-receptor-agonists","2022-12-06T12:46:05Z","Synthetic cannabinoid receptor agonists","This report provides an updated harms assessment to the ACMD&#x27;s previous reports on synthetic cannabinoid receptor agonists."
"https://www.gov.uk/government/statistics/community-services-statistics-for-children-young-people-and-adults-september-2022","2022-12-06T09:30:03Z","Community Services Statistics for Children, Young People and Adults, September 2022","This publication reports information from the CSDS. This is a patient-level dataset providing information relating to NHS-funded community services. These services can include health centres, schools and mental health trusts…"
"https://www.gov.uk/government/publications/daily-testing-of-contacts-of-covid-19-cases-evaluation","2022-12-05T09:30:04Z","Daily testing of contacts of COVID-19 cases: evaluation","<mark>Evaluation</mark> of the daily testing of contacts of COVID-19 (DTCC) programme."
"https://www.gov.uk/government/publications/drug-dealing-telecommunications-restriction-orders-2017-post-implementation-review","2022-12-02T10:00:08Z","Drug Dealing Telecommunications Restriction Orders 2017: post implementation review","A review of how these regulations have been implemented since they came into force."
"https://www.gov.uk/government/statistics/hiv-annual-data-tables","2022-12-01T13:08:19Z","HIV: annual data tables","HIV surveillance data in the UK by demographic characteristics and geographical region."
"https://www.gov.uk/government/publications/hiv-monitoring-and-evaluation-framework","2022-12-01T13:07:00Z","HIV monitoring and evaluation framework","Public health analysis of progress towards meeting the aims of England’s HIV Action Plan."
"https://www.gov.uk/government/publications/inspectorates-of-british-schools-overseas-annual-ofsted-report-letters","2022-12-01T09:30:12Z","Inspectorates of British schools overseas: annual Ofsted report letters","Ofsted reports on the quality of the inspection work carried out by the inspectorates of British schools overseas."
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2022","2022-12-01T09:30:11Z","Civil Justice statistics quarterly: July to September 2022","Volume of civil and judicial review cases dealt with by the courts over time and the overall timeliness of these cases. "
"https://www.gov.uk/government/statistics/non-association-independent-schools-inspections-and-outcomes-in-england-august-2022","2022-11-30T09:30:00Z","Non-association independent schools inspections and outcomes in England: August 2022","Provisional data for the period 1 September 2021 to 31 August 2022."
"https://www.gov.uk/government/statistics/initial-teacher-education-inspections-and-outcomes-as-at-31-august-2022","2022-11-29T09:30:06Z","Initial teacher education: inspections and outcomes as at 31 August 2022","Official statistics covering outcomes from initial teacher education inspections in the 2021 to 2022 academic year."
"https://www.gov.uk/government/publications/onshore-oil-and-gas-quantifying-whole-site-methane-emissions-and-associated-uncertainties","2022-11-28T08:30:00Z","Onshore oil and gas: quantifying whole-site methane emissions and associated uncertainties","Investigates methods for quantifying the amount of methane emitted from onshore oil and gas sites in England. "
"https://www.gov.uk/government/publications/oversight-of-out-of-school-settings-lessons-learnt-from-the-dfe-funded-pilot","2022-11-24T14:00:03Z","Oversight of out-of-school settings: lessons learnt from the DfE funded pilot","Lessons learnt from a Department for Education (DfE) funded pilot which examined the existing oversight of out-of-school settings. "
"https://www.gov.uk/government/publications/taking-teaching-further-process-evaluation-and-feasibility-study","2022-11-24T12:00:53Z","Taking Teaching Further: process evaluation and feasibility study","Process <mark>evaluation</mark> of strands 1 and 2 of Taking Teaching Further, and an impact <mark>evaluation</mark> feasibility study."
"https://www.gov.uk/government/publications/evaluation-of-the-employer-support-fund-pilots","2022-11-24T10:08:52Z","Evaluation of the employer support fund pilots","A study examining the implementation and impact of the employer support fund pilots."
"https://www.gov.uk/government/publications/edtech-demonstrator-programme-evaluation-for-2021-to-2022","2022-11-24T10:00:00Z","EdTech Demonstrator programme evaluation for 2021 to 2022","Research report summarising an <mark>evaluation</mark> of the EdTech Demonstrator programme phase 2, which ran from 2021 to 2022."
"https://www.gov.uk/government/statistics/housing-supply-net-additional-dwellings-england-2021-to-2022","2022-11-24T09:30:15Z","Housing supply: net additional dwellings, England: 2021 to 2022","Statistics on net additional dwellings in England up to 2021 to 2022"
"https://www.gov.uk/government/statistics/further-education-and-skills-inspections-and-outcomes-as-at-31-august-2022","2022-11-24T09:30:13Z","Further education and skills inspections and outcomes as at 31 August 2022","Data for inspections and outcomes as at 31 August 2022 including data for inspections conducted between 1 September 2021 and 31 August 2022."
"https://www.gov.uk/government/statistics/quality-report-soft-drinks-industry-levy-statistics","2022-11-24T09:30:10Z","Quality Report: Soft Drinks Industry Levy Statistics","A quality report on the Soft Drinks Industry Levy Statistics which contains annual statistics and analysis on liabilities and receipts in the UK."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-august-2022-experimental-statistics","2022-11-24T09:30:04Z","Maternity Services Monthly Statistics, August 2022, experimental statistics","Monthly publication of statistics from the Maternity Services Data Set. This month, we are analysing August 2022 data."
"https://www.gov.uk/government/publications/evacuation-from-fire-in-high-rise-residential-buildings-a-rapid-evidence-review","2022-11-24T09:30:00Z","Evacuation from fire in high-rise residential buildings: A rapid evidence review","Review of evidence on strategies for evacuation from high-rise residential buildings, highlighting the need for tailored planning."
"https://www.gov.uk/government/publications/trends-in-fire-false-alarms-and-fire-false-alarm-policies","2022-11-24T09:30:00Z","Trends in fire false alarms and fire false alarm policies","Incident data analysis and survey of FRSs’ policies and responses to fire-false alarms (including physical attendance). "
"https://www.gov.uk/government/publications/verification-and-validation-of-models-in-pace-and-pc-cream-08","2022-11-18T13:39:03Z","Verification and validation of models in PACE and PC CREAM 08","This report briefly describes the models used in PACE and PC-CREAM 08 and summarises the verification and validation studies that have been undertaken."
"https://www.gov.uk/government/publications/how-local-authorities-plan-for-sufficiency-children-in-care-and-care-leavers","2022-11-18T09:30:00Z","How local authorities plan for sufficiency: children in care and care leavers","A report on how local authorities plan for sufficiency of accommodation that meets the needs of children in care and care leavers"
"https://www.gov.uk/government/publications/dluhc-evaluation-strategy","2022-11-18T09:30:00Z","DLUHC evaluation strategy","This <mark>evaluation</mark> strategy documents sets out the department’s vision and priorities for <mark>evaluation</mark> activity across our key policy areas"
"https://www.gov.uk/government/publications/minimum-wage-rates-for-2023","2022-11-17T12:25:00Z","Minimum wage rates for 2023","This letter and short report sets out the Low Pay Commission&#x27;s recommendations on National Minimum Wage rates for April 2023."
"https://www.gov.uk/government/statistics/statistics-of-scientific-procedures-on-living-animals-great-britain-2021","2022-11-17T09:30:07Z","Statistics of scientific procedures on living animals, Great Britain: 2021","Annual statistics relating to scientific procedures performed on living animals in accordance with the Animals (Scientific Procedures) Act 1986."
"https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-september-2022","2022-11-17T09:30:05Z","HM Prison and Probation Service workforce quarterly: September 2022","Staffing numbers of directly employed staff of the HM Prison and Probation Service."
"https://www.gov.uk/government/publications/creative-industry-tax-reliefs-evaluation","2022-11-17T09:30:04Z","Creative Industry Tax Reliefs Evaluation","HM Revenue and Customs (HMRC) commissioned Ipsos, in partnership with Olsberg•SPI and London Economics, to <mark>evaluate</mark> 4 creative industry tax reliefs."
"https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-october-2022-mhsds-august-2022-final","2022-11-17T09:30:04Z","Learning Disability Services Monthly Statistics, AT: October 2022, MHSDS: August 2022 Final","Latest Monthly statistics from the Assuring Transformation collection and MHSDS collection.
"
"https://www.gov.uk/government/publications/understanding-esol-skills-for-life-qualifications","2022-11-17T09:30:04Z","Understanding ESOL Skills for Life qualifications","The purpose of this research was to gain an understanding of how effective our current regulatory requirements are for ESOL Skills for Life qualifications."
"https://www.gov.uk/government/statistics/area-send-inspections-and-outcomes-in-england-as-at-31-august-2022","2022-11-17T09:30:00Z","Area SEND inspections and outcomes in England as at 31 August 2022","Statistics from Ofsted on inspections of local area services for children and young people with special educational needs and&#x2F;or disabilities (SEND)."
"https://www.gov.uk/government/publications/covid-19-and-occupational-impacts","2022-11-16T13:59:00Z","COVID-19 and Occupational Impacts","The Industrial Injuries Advisory Council (IIAC) have continued to consider the emerging data of the occupational impacts of COVID-19."
"https://www.gov.uk/government/publications/out-of-work-disability-benefit-reform","2022-11-16T11:00:00Z","Out of work disability benefit reform","This briefing note sets out conclusions and recommendations for out of work benefit reform."
"https://www.gov.uk/government/statistics/dcms-sectors-economic-estimates-monthly-gva-to-september-2022","2022-11-16T09:30:00Z","DCMS Sectors Economic Estimates: Monthly GVA (to September 2022)","Experimental Official Statistics used to provide an estimate of the contribution of DCMS Sectors to the UK economy, measured by GVA (gross value added)."
"https://www.gov.uk/government/publications/best-start-in-life-a-research-review-for-early-years","2022-11-14T09:30:00Z","Best start in life: a research review for early years","A series of subject-based curriculum research reviews focused on early years education."
"https://www.gov.uk/government/publications/national-leaders-of-governance-reform-evaluation","2022-11-12T09:00:03Z","National leaders of governance reform: evaluation","An <mark>evaluation</mark> of the reformed national leaders of governance programme’s success in its first year."
"https://www.gov.uk/government/publications/herpes-zoster-shingles-immunisation-programme-2021-to-2022-evaluation-reports","2022-11-11T13:30:01Z","Herpes zoster (shingles) immunisation programme 2021 to 2022: evaluation reports","<mark>Evaluation</mark> of the eighth year of the shingles vaccination programme in England: financial year 2021 to 2022."
"https://www.gov.uk/government/publications/leading-public-services-through-covid-19","2022-11-10T16:48:04Z","Leading Public Services through Covid-19","This report brings together findings from two strands of research conducted and commissioned by the NLC as part of Government response to Covid-19"
"https://www.gov.uk/government/statistics/2-hour-urgent-community-response-performance-metrics-for-september-2022-provisional-and-august-2022-final","2022-11-10T09:30:11Z","2-hour Urgent Community Response Performance metrics for September 2022 (provisional), and August 2022 (final)","Monthly 2-hour Urgent Community Response (UCR) monthly key performance indicators."
"https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-performance-august-provisional-september-2022","2022-11-10T09:30:11Z","Mental Health Services Monthly Statistics, Performance August, Provisional September 2022","This publication provides the most timely statistics available relating to NHS funded secondary mental health, learning disabilities and autism services in England. This information will be of use to people needing access to…"
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-july-to-september-2022","2022-11-10T09:30:10Z","Mortgage and Landlord Possession statistics: July to September 2022","Quarterly National Statistics on possession claim actions in county courts by mortgage lenders and social and private landlords."
"https://www.gov.uk/government/statistics/sex-ratios-at-birth-in-the-united-kingdom-2016-to-2020","2022-11-10T09:30:00Z","Sex ratios at birth in the United Kingdom: 2016 to 2020","Analysis of male to female birth ratios in the United Kingdom for the period 2016 to 2020."
"https://www.gov.uk/government/publications/skills-bootcamps-thematic-survey","2022-11-09T09:30:00Z","Skills Bootcamps thematic survey","Findings from an Ofsted survey of wave 2 Skills Bootcamps."
"https://www.gov.uk/government/statistics/historic-farm-business-income","2022-11-08T09:30:01Z","Historical farm business income","Previously published copies of the annual statistics on farm business income in England."
"https://www.gov.uk/government/publications/planning-and-preparing-for-later-life","2022-11-08T07:58:37Z","Planning and Preparing for Later Life","Planning and Preparing for Later Life (PPLL) is a nationally representative survey of 2,655 40 to 75 year olds."
"https://www.gov.uk/government/statistics/dcms-sector-economic-estimates-employment-oct-2020-sep-2021","2022-11-04T09:30:01Z","DCMS Sector Economic Estimates: Employment Oct 2020 - Sep 2021","Estimate of the number of filled jobs in the DCMS Sectors, for the period October 2020 to September 2021."
"https://www.gov.uk/government/statistics/dcms-sector-economic-estimates-workforce-2021","2022-11-04T09:30:01Z","DCMS Sector Economic Estimates: Workforce, 2021","Estimates for employment (number of filled jobs) and earnings (median hourly pay) in the DCMS Sectors, for the period January 2021 to December 2021."
"https://www.gov.uk/government/publications/covid-19-lfd-digital-reader-evaluation","2022-11-03T16:08:29Z","COVID-19: LFD digital reader evaluation","The digital reader was <mark>evaluated</mark> to understand its real-world effectiveness by addressing a series of questions on accuracy, usability and value for money."
"https://www.gov.uk/government/publications/covid-19-outreach-programmes-to-migrant-workers-evaluating-vcsos-role","2022-11-03T15:08:32Z","COVID-19 outreach programmes to migrant workers: evaluating VCSOs role","Impact and role of the VCSO Migrant Worker programme in communicating COVID-19 guidance to migrant worker communities to improve understanding and encourage uptake."
"https://www.gov.uk/government/statistics/road-conditions-in-england-to-march-2022","2022-11-03T09:30:00Z","Road conditions in England to March 2022","Road condition statistics on local authority roads and Highways England managed roads in England."
"https://www.gov.uk/government/publications/public-attitudes-to-data-and-ai-tracker-survey-wave-2","2022-11-02T10:00:03Z","Public attitudes to data and AI: Tracker survey (Wave 2)","The CDEI has published a report detailing the findings from the second wave of its Public Attitudes Tracker Survey, which monitors how attitudes towards data and AI vary over time, and assesses the drivers of trust in data u…"
"https://www.gov.uk/government/publications/monkeypox-ukhsa-laboratory-assessments-of-inactivation-methods","2022-11-01T14:53:50Z","Monkeypox: UKHSA laboratory assessments of inactivation methods","UKHSA has undertaken assessments of inactivation methods against monkeypox virus with further <mark>evaluations</mark> ongoing."
"https://www.gov.uk/government/publications/bovine-tb-badger-control-policy-value-for-money-analysis","2022-10-28T14:00:01Z","Bovine TB: badger control policy value for money analysis","Information and analysis of the costs and benefits of extending badger control to additional areas. "
"https://www.gov.uk/government/publications/ofqual-public-sentiment-2021","2022-10-27T13:00:00Z","Ofqual Public Sentiment 2021","The findings of a study commissioned by Ofqual and conducted by YouGov exploring perceptions of arrangements for assessing and grading students in 2021. "
"https://www.gov.uk/government/statistics/energy-performance-of-building-certificates-in-england-and-wales-july-to-september-2022","2022-10-27T08:30:11Z","Energy Performance of Building Certificates in England and Wales: July to September 2022","Experimental statistics on Energy Performance of Buildings Certificates in England and Wales."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-july-2022-experimental-statistics","2022-10-27T08:30:07Z","Maternity Services Monthly Statistics, July 2022, experimental statistics","Monthly publication of statistics from the Maternity Services Data Set."
"https://www.gov.uk/government/statistics/incorporated-companies-in-the-uk-july-to-september-2022","2022-10-27T08:30:00Z","Incorporated Companies in the UK July to September 2022","Quarterly release providing information about the number of companies on the register, newly incorporated companies, and removals from the register."
"https://www.gov.uk/government/publications/national-tutoring-programme-year-2-implementation-and-process-evaluation","2022-10-26T11:08:59Z","National Tutoring Programme year 2: implementation and process evaluation","Findings from the independent <mark>evaluation</mark> of the second year of the National Tutoring Programme (2021 to 2022 academic year)."
"https://www.gov.uk/government/statistics/criminal-justice-system-statistics-quarterly-december-2021","2022-10-26T09:13:35Z","Criminal Justice System statistics quarterly: December 2021","Trends in the use of out of court disposals, defendants prosecuted, offenders convicted, remand and sentencing decisions, and offender histories in England and Wales."
"https://www.gov.uk/government/statistics/criminal-justice-system-statistics-quarterly-march-2022","2022-10-26T09:12:04Z","Criminal Justice System statistics quarterly: March 2022","Overview of trends in the use of out of court disposals, defendants prosecuted, offenders convicted, remand and sentencing decisions in England and Wales."
"https://www.gov.uk/government/statistics/ten-years-of-automatic-enrolment-in-workplace-pensions","2022-10-26T08:30:07Z","Ten years of Automatic Enrolment in Workplace Pensions","Workplace pensions data in 2012, before Automatic Enrolment, and 2021. Management Information from Master Trust pension providers showing the latest data in 2022."
"https://www.gov.uk/government/publications/independent-review-of-tutoring-in-schools-and-16-to-19-providers","2022-10-26T08:30:00Z","Independent review of tutoring in schools and 16 to 19 providers","Ofsted&#x27;s independent review of tutoring in schools and 16 to 19 providers."
